STATE,COUNTY,HOG2022FAC,HOG2022NUM
Kansas,Miami,-,-
Kansas,Mitchell,1,(D)
Kansas,Montgomery,1,(D)
Kansas,Morris,-,-
Kansas,Morton,2,(D)
Kansas,Nemaha,18,"323,270"
Kansas,Neosho,-,-
Kansas,Ness,-,-
Kansas,Norton,1,(D)
Kansas,Osage,-,-
Kansas,Osborne,-,-
Kansas,Ottawa,-,-
Kansas,Pawnee,-,-
Kansas,Phillips,4,(D)
Kansas,Pottawatomie,1,(D)
Kansas,Pratt,2,(D)
Kansas,Rawlins,-,-
Kansas,Reno,2,(D)
Kansas,Republic,-,-
Kansas,Rice,1,(D)
Kansas,Riley,1,(D)
Kansas,Rooks,-,-
Kansas,Rush,1,(D)
Kansas,Russell,-,-
Kansas,Saline,-,-
Kansas,Scott,2,(D)
Kansas,Sedgwick,-,-
Kansas,Seward,-,-
Kansas,Shawnee,-,-
Kansas,Sheridan,-,-
Kansas,Sherman,-,-
Kansas,Smith,-,-
Kansas,Stafford,1,(D)
Kansas,Stanton,1,(D)
Kansas,Stevens,1,(D)
Kansas,Sumner,-,-
Kansas,Thomas,-,-
Kansas,Trego,-,-
Kansas,Wabaunsee,1,(D)
Kansas,Wallace,1,(D)
Kansas,Washington,7,"105,103"
Kansas,Wichita,1,(D)
Kansas,Wilson,-,-
Kansas,Woodson,-,-
Kansas,Wyandotte,-,-
Kentucky,Kentucky,36,"435,691"
Kentucky,Adair,-,-
Kentucky,Allen,1,(D)
Kentucky,Anderson,-,-
Kentucky,Ballard,-,-
Kentucky,Barren,-,-
Kentucky,Bath,-,-
Kentucky,Bell,-,-
Kentucky,Boone,-,-
Kentucky,Bourbon,-,-
Kentucky,Boyd,-,-
Kentucky,Boyle,-,-
Kentucky,Bracken,-,-
Kentucky,Breathitt,-,-
Kentucky,Breckinridge,-,-
Kentucky,Bullitt,-,-
Kentucky,Butler,-,-
Kentucky,Caldwell,-,-
Kentucky,Calloway,1,(D)
Kentucky,Campbell,-,-
Kentucky,Carlisle,2,(D)
Kentucky,Carroll,-,-
Kentucky,Carter,-,-
Kentucky,Casey,-,-
Kentucky,Christian,-,-
Kentucky,Clark,-,-
Kentucky,Clay,-,-
Kentucky,Clinton,-,-
Kentucky,Crittenden,-,-
Kentucky,Cumberland,-,-
Kentucky,Daviess,1,(D)
Kentucky,Edmonson,-,-
Kentucky,Elliott,-,-
Kentucky,Estill,-,-
Kentucky,Fayette,-,-
Kentucky,Fleming,-,-
Kentucky,Floyd,-,-
Kentucky,Franklin,-,-
Kentucky,Fulton,2,(D)
Kentucky,Gallatin,-,-
Kentucky,Garrard,-,-
Kentucky,Grant,-,-
Kentucky,Graves,4,"29,800"
Kentucky,Grayson,-,-
Kentucky,Green,-,-
Kentucky,Greenup,-,-
Kentucky,Hancock,-,-
Kentucky,Hardin,5,"23,450"
Kentucky,Harlan,-,-
Kentucky,Harrison,-,-
Kentucky,Hart,-,-
Kentucky,Henderson,-,-
Kentucky,Henry,-,-
Kentucky,Hickman,5,"23,800"
Kentucky,Hopkins,1,(D)
Kentucky,Jackson,-,-
Kentucky,Jefferson,-,-
Kentucky,Jessamine,-,-
Kentucky,Johnson,-,-
Kentucky,Kenton,-,-
Kentucky,Knott,-,-
Kentucky,Knox,-,-
Kentucky,Larue,-,-
Kentucky,Laurel,-,-
Kentucky,Lawrence,-,-
Kentucky,Lee,-,-
Kentucky,Leslie,-,-
Kentucky,Letcher,-,-
Kentucky,Lewis,-,-
Kentucky,Lincoln,-,-
Kentucky,Livingston,-,-
Kentucky,Logan,1,(D)
Kentucky,Lyon,-,-
Kentucky,McCracken,-,-
Kentucky,McCreary,-,-
Kentucky,McLean,-,-
Kentucky,Madison,-,-
Kentucky,Magoffin,-,-
Kentucky,Marion,1,(D)
Kentucky,Marshall,2,(D)
Kentucky,Martin,-,-
Kentucky,Mason,-,-
Kentucky,Meade,-,-
Kentucky,Menifee,-,-
Kentucky,Mercer,-,-
Kentucky,Metcalfe,-,-
Kentucky,Monroe,-,-
Kentucky,Montgomery,-,-
Kentucky,Morgan,-,-
Kentucky,Muhlenberg,2,(D)
Kentucky,Nelson,-,-
Kentucky,Nicholas,-,-
Kentucky,Ohio,-,-
Kentucky,Oldham,-,-
Kentucky,Owen,-,-
Kentucky,Owsley,-,-
Kentucky,Pendleton,-,-
Kentucky,Perry,-,-
Kentucky,Pike,-,-
Kentucky,Powell,-,-
Kentucky,Pulaski,-,-
Kentucky,Robertson,-,-
Kentucky,Rockcastle,-,-
Kentucky,Rowan,-,-
Kentucky,Russell,-,-
Kentucky,Scott,-,-
Kentucky,Shelby,-,-
Kentucky,Simpson,-,-
Kentucky,Spencer,-,-
Kentucky,Taylor,-,-
Kentucky,Todd,5,"24,200"
Kentucky,Trigg,-,-
Kentucky,Trimble,-,-
Kentucky,Union,-,-
Kentucky,Warren,3,(D)
Kentucky,Washington,-,-
Kentucky,Wayne,-,-
Kentucky,Webster,-,-
Kentucky,Whitley,-,-
Kentucky,Wolfe,-,-
Kentucky,Woodford,-,-
Louisiana,Louisiana,-,-
Louisiana,Acadia,-,-
Louisiana,Allen,-,-
Louisiana,Ascension,-,-
Louisiana,Assumption,-,-
Louisiana,Avoyelles,-,-
Louisiana,Beauregard,-,-
Louisiana,Bienville,-,-
Louisiana,Bossier,-,-
Louisiana,Caddo,-,-
Louisiana,Calcasieu,-,-
Louisiana,Caldwell,-,-
Louisiana,Cameron,-,-
Louisiana,Catahoula,-,-
Louisiana,Claiborne,-,-
Louisiana,Concordia,-,-
Louisiana,DeSoto,-,-
Louisiana,EastBatonRouge,-,-
Louisiana,EastCarroll,-,-
Louisiana,EastFeliciana,-,-
Louisiana,Evangeline,-,-
Louisiana,Franklin,-,-
Louisiana,Grant,-,-
Louisiana,Iberia,-,-
Louisiana,Iberville,-,-
Louisiana,Jackson,-,-
Louisiana,Jefferson,-,-
Louisiana,JeffersonDavis,-,-
Louisiana,Lafayette,-,-
Louisiana,Lafourche,-,-
Louisiana,LaSalle,-,-
Louisiana,Lincoln,-,-
Louisiana,Livingston,-,-
Louisiana,Madison,-,-
Louisiana,Morehouse,-,-
Louisiana,Natchitoches,-,-
Louisiana,Orleans,-,-
Louisiana,Ouachita,-,-
Louisiana,Plaquemines,-,-
Louisiana,PointeCoupee,-,-
Louisiana,Rapides,-,-
Louisiana,RedRiver,-,-
Louisiana,Richland,-,-
Louisiana,Sabine,-,-
Louisiana,St.Bernard,-,-
Louisiana,St.Charles,-,-
Louisiana,St.Helena,-,-
Louisiana,St.James,-,-
Louisiana,St.JohntheBaptist,-,-
Louisiana,St.Landry,-,-
Louisiana,St.Martin,-,-
Louisiana,St.Mary,-,-
Louisiana,St.Tammany,-,-
Louisiana,Tangipahoa,-,-
Louisiana,Tensas,-,-
Louisiana,Terrebonne,-,-
Louisiana,Union,-,-
Louisiana,Vermilion,-,-
Louisiana,Vernon,-,-
Louisiana,Washington,-,-
Louisiana,Webster,-,-
Louisiana,WestBatonRouge,-,-
Louisiana,WestCarroll,-,-
Louisiana,WestFeliciana,-,-
Louisiana,Winn,-,-
Maine,Maine,-,-
Maine,Androscoggin,-,-
Maine,Aroostook,-,-
Maine,Cumberland,-,-
Maine,Franklin,-,-
Maine,Hancock,-,-
Maine,Kennebec,-,-
Maine,Knox,-,-
Maine,Lincoln,-,-
Maine,Oxford,-,-
Maine,Penobscot,-,-
Maine,Piscataquis,-,-
Maine,Sagadahoc,-,-
Maine,Somerset,-,-
Maine,Waldo,-,-
Maine,Washington,-,-
Maine,York,-,-
Maryland,Maryland,4,"11,100"
Maryland,Allegany,-,-
Maryland,AnneArundel,-,-
Maryland,Baltimore,-,-
Maryland,Calvert,-,-
Maryland,Caroline,-,-
Maryland,Carroll,-,-
Maryland,Cecil,1,(D)
Maryland,Charles,-,-
Maryland,Dorchester,-,-
Maryland,Frederick,1,(D)
Maryland,Garrett,-,-
Maryland,Harford,-,-
Maryland,Howard,-,-
Maryland,Kent,1,(D)
Maryland,Montgomery,-,-
Maryland,PrinceGeorge's,-,-
Maryland,QueenAnne's,-,-
Maryland,St.Mary's,-,-
Maryland,Somerset,-,-
Maryland,Talbot,-,-
Maryland,Washington,1,(D)
Maryland,Wicomico,-,-
Maryland,Worcester,-,-
Massachusetts,Massachusetts,1,1000.0
Massachusetts,Barnstable,-,-
Massachusetts,Berkshire,-,-
Massachusetts,Bristol,-,-
Massachusetts,Dukes,-,-
Massachusetts,Essex,-,-
Massachusetts,Franklin,-,-
Massachusetts,Hampden,-,-
Massachusetts,Hampshire,1,1000.0
Massachusetts,Middlesex,-,-
Massachusetts,Nantucket,-,-
Massachusetts,Norfolk,-,-
Massachusetts,Plymouth,-,-
Massachusetts,Suffolk,-,-
Massachusetts,Worcester,-,-
Michigan,Michigan,188,"1,196,594"
Michigan,Alcona,-,-
Michigan,Alger,-,-
Michigan,Allegan,25,"219,540"
Michigan,Alpena,-,-
Michigan,Antrim,-,-
Michigan,Arenac,-,-
Michigan,Baraga,-,-
Michigan,Barry,-,-
Michigan,Bay,-,-
Michigan,Benzie,-,-
Michigan,Berrien,6,"22,702"
Michigan,Branch,12,"74,421"
Michigan,Calhoun,2,(D)
Michigan,Cass,16,"108,778"
Michigan,Charlevoix,-,-
Michigan,Cheboygan,-,-
Michigan,Chippewa,-,-
Michigan,Clare,-,-
Michigan,Clinton,4,"16,400"
Michigan,Crawford,-,-
Michigan,Delta,-,-
Michigan,Dickinson,-,-
Michigan,Eaton,-,-
Michigan,Emmet,-,-
Michigan,Genesee,-,-
Michigan,Gladwin,-,-
Michigan,Gogebic,-,-
Michigan,GrandTraverse,4,"11,000"
Michigan,Gratiot,7,"40,900"
Michigan,Hillsdale,4,"32,500"
Michigan,Houghton,-,-
Michigan,Huron,14,"46,280"
Michigan,Ingham,-,-
Michigan,Ionia,10,"47,800"
Michigan,Iosco,-,-
Michigan,Iron,-,-
Michigan,Isabella,-,-
Michigan,Jackson,-,-
Michigan,Kalamazoo,9,"108,157"
Michigan,Kalkaska,-,-
Michigan,Kent,4,"20,600"
Michigan,Keweenaw,-,-
Michigan,Lake,-,-
Michigan,Lapeer,-,-
Michigan,Leelanau,-,-
Michigan,Lenawee,1,(D)
Michigan,Livingston,-,-
Michigan,Luce,-,-
Michigan,Mackinac,-,-
Michigan,Macomb,-,-
Michigan,Manistee,-,-
Michigan,Marquette,-,-
Michigan,Mason,4,"15,000"
Michigan,Mecosta,5,"130,800"
Michigan,Menominee,-,-
Michigan,Midland,2,(D)
Michigan,Missaukee,-,-
Michigan,Monroe,-,-
Michigan,Montcalm,10,"30,120"
Michigan,Montmorency,-,-
Michigan,Muskegon,4,"4,180"
Michigan,Newaygo,-,-
Michigan,Oakland,-,-
Michigan,Oceana,8,"49,597"
Michigan,Ogemaw,-,-
Michigan,Ontonagon,-,-
Michigan,Osceola,3,"14,400"
Michigan,Oscoda,-,-
Michigan,Otsego,-,-
Michigan,Ottawa,20,"67,565"
Michigan,PresqueIsle,-,-
Michigan,Roscommon,-,-
Michigan,Saginaw,2,(D)
Michigan,St.Clair,-,-
Michigan,St.Joseph,7,"22,304"
Michigan,Sanilac,1,(D)
Michigan,Schoolcraft,-,-
Michigan,Shiawassee,-,-
Michigan,Tuscola,3,"15,000"
Michigan,VanBuren,1,(D)
Michigan,Washtenaw,-,-
Michigan,Wayne,-,-
Michigan,Wexford,-,-
Minnesota,Minnesota,"1,536","8,711,278"
Minnesota,Aitkin,-,-
Minnesota,Anoka,-,-
Minnesota,Becker,3,(D)
Minnesota,Beltrami,-,-
Minnesota,Benton,7,"33,872"
Minnesota,BigStone,5,(D)
Minnesota,BlueEarth,83,"664,638"
Minnesota,Brown,37,"238,967"
Minnesota,Carlton,-,-
Minnesota,Carver,4,"25,500"
Minnesota,Cass,-,-
Minnesota,Chippewa,11,"59,653"
Minnesota,Chisago,-,-
Minnesota,Clay,3,"13,500"
Minnesota,Clearwater,-,-
Minnesota,Cook,-,-
Minnesota,Cottonwood,42,"339,847"
Minnesota,CrowWing,-,-
Minnesota,Dakota,2,(D)
Minnesota,Dodge,19,"241,533"
Minnesota,Douglas,-,-
Minnesota,Faribault,53,"274,674"
Minnesota,Fillmore,32,"128,656"
Minnesota,Freeborn,34,"217,185"
Minnesota,Goodhue,31,"96,419"
Minnesota,Grant,1,(D)
Minnesota,Hennepin,-,-
Minnesota,Houston,7,"18,400"
Minnesota,Hubbard,-,-
Minnesota,Isanti,5,"19,000"
Minnesota,Itasca,-,-
Minnesota,Jackson,45,"224,313"
Minnesota,Kanabec,1,(D)
Minnesota,Kandiyohi,22,"136,744"
Minnesota,Kittson,-,-
Minnesota,Koochiching,-,-
Minnesota,LacquiParle,38,"158,662"
Minnesota,Lake,-,-
Minnesota,LakeoftheWoods,-,-
Minnesota,LeSueur,26,"98,959"
Minnesota,Lincoln,16,"129,327"
Minnesota,Lyon,64,"437,573"
Minnesota,McLeod,2,(D)
Minnesota,Mahnomen,-,-
Minnesota,Marshall,-,-
Minnesota,Martin,149,"842,013"
Minnesota,Meeker,1,(D)
Minnesota,MilleLacs,-,-
Minnesota,Morrison,22,"56,536"
Minnesota,Mower,51,"229,466"
Minnesota,Murray,46,"194,506"
Minnesota,Nicollet,77,"400,615"
Minnesota,Nobles,96,"499,370"
Minnesota,Norman,2,(D)
Minnesota,Olmsted,6,"36,518"
Minnesota,OtterTail,-,-
Minnesota,Pennington,-,-
Minnesota,Pine,-,-
Minnesota,Pipestone,24,"300,258"
Minnesota,Polk,1,(D)
Minnesota,Pope,8,"68,327"
Minnesota,Ramsey,-,-
Minnesota,RedLake,-,-
Minnesota,Redwood,80,"347,554"
Minnesota,Renville,45,"251,615"
Minnesota,Rice,25,"146,197"
Minnesota,Rock,88,"396,599"
Minnesota,Roseau,6,"13,200"
Minnesota,St.Louis,-,-
Minnesota,Scott,1,(D)
Minnesota,Sherburne,2,(D)
Minnesota,Sibley,19,"76,115"
Minnesota,Stearns,11,"57,500"
Minnesota,Steele,24,"108,824"
Minnesota,Stevens,31,"202,528"
Minnesota,Swift,7,"26,584"
Minnesota,Todd,1,(D)
Minnesota,Traverse,5,(D)
Minnesota,Wabasha,9,"39,740"
Minnesota,Wadena,-,-
Minnesota,Waseca,41,"214,046"
Minnesota,Washington,-,-
Minnesota,Watonwan,33,"246,735"
Minnesota,Wilkin,-,-
Minnesota,Winona,3,"55,061"
Minnesota,Wright,1,(D)
Minnesota,YellowMedicine,28,"211,930"
Mississippi,Mississippi,16,"169,876"
Mississippi,Adams,-,-
Mississippi,Alcorn,-,-
Mississippi,Amite,-,-
Mississippi,Attala,-,-
Mississippi,Benton,-,-
Mississippi,Bolivar,-,-
Mississippi,Calhoun,-,-
Mississippi,Carroll,-,-
Mississippi,Chickasaw,4,"57,100"
Mississippi,Choctaw,1,(D)
Mississippi,Claiborne,-,-
Mississippi,Clarke,-,-
Mississippi,Clay,4,"68,500"
Mississippi,Coahoma,-,-
Mississippi,Copiah,-,-
Mississippi,Covington,-,-
Mississippi,DeSoto,-,-
Mississippi,Forrest,-,-
Mississippi,Franklin,-,-
Mississippi,George,-,-
Mississippi,Greene,-,-
Mississippi,Grenada,-,-
Mississippi,Hancock,-,-
Mississippi,Harrison,-,-
Mississippi,Hinds,-,-
Mississippi,Holmes,-,-
Mississippi,Humphreys,-,-
Mississippi,Issaquena,-,-
Mississippi,Itawamba,-,-
Mississippi,Jackson,-,-
Mississippi,Jasper,-,-
Mississippi,Jefferson,-,-
Mississippi,JeffersonDavis,-,-
Mississippi,Jones,-,-
Mississippi,Kemper,-,-
Mississippi,Lafayette,-,-
Mississippi,Lamar,-,-
Mississippi,Lauderdale,-,-
Mississippi,Lawrence,-,-
Mississippi,Leake,-,-
Mississippi,Lee,-,-
Mississippi,Leflore,-,-
Mississippi,Lincoln,-,-
Mississippi,Lowndes,1,(D)
Mississippi,Madison,-,-
Mississippi,Marion,-,-
Mississippi,Marshall,-,-
Mississippi,Monroe,-,-
Mississippi,Montgomery,1,(D)
Mississippi,Neshoba,-,-
Mississippi,Newton,-,-
Mississippi,Noxubee,2,(D)
Mississippi,Oktibbeha,2,(D)
Mississippi,Panola,-,-
Mississippi,PearlRiver,-,-
Mississippi,Perry,-,-
Mississippi,Pike,-,-
Mississippi,Pontotoc,-,-
Mississippi,Prentiss,-,-
Mississippi,Quitman,-,-
Mississippi,Rankin,-,-
Mississippi,Scott,-,-
Mississippi,Sharkey,-,-
Mississippi,Simpson,-,-
Mississippi,Smith,-,-
Mississippi,Stone,-,-
Mississippi,Sunflower,-,-
Mississippi,Tallahatchie,-,-
Mississippi,Tate,-,-
Mississippi,Tippah,-,-
Mississippi,Tishomingo,-,-
Mississippi,Tunica,-,-
Mississippi,Union,-,-
Mississippi,Walthall,-,-
Mississippi,Warren,-,-
Mississippi,Washington,-,-
Mississippi,Wayne,-,-
Mississippi,Webster,1,(D)
Mississippi,Wilkinson,-,-
Mississippi,Winston,-,-
Mississippi,Yalobusha,-,-
Mississippi,Yazoo,-,-
Missouri,Missouri,413,"3,237,377"
Missouri,Adair,-,-
Missouri,Andrew,-,-
Missouri,Atchison,-,-
Missouri,Audrain,12,"116,757"
Missouri,Barry,-,-
Missouri,Barton,18,"164,623"
Missouri,Bates,6,"40,968"
Missouri,Benton,1,(D)
Missouri,Bollinger,-,-
Missouri,Boone,1,(D)
Missouri,Buchanan,-,-
Missouri,Butler,-,-
Missouri,Caldwell,1,(D)
Missouri,Callaway,11,"208,069"
Missouri,Camden,3,"37,500"
Missouri,CapeGirardeau,-,-
Missouri,Carroll,1,(D)
Missouri,Carter,-,-
Missouri,Cass,3,"29,801"
Missouri,Cedar,-,-
Missouri,Chariton,7,"46,530"
Missouri,Christian,-,-
Missouri,Clark,4,"19,200"
Missouri,Clay,-,-
Missouri,Clinton,1,(D)
Missouri,Cole,-,-
Missouri,Cooper,1,(D)
Missouri,Crawford,-,-
Missouri,Dade,-,-
Missouri,Dallas,1,(D)
Missouri,Daviess,14,"130,332"
Missouri,DeKalb,-,-
Missouri,Dent,-,-
Missouri,Douglas,-,-
Missouri,Dunklin,-,-
Missouri,Franklin,4,"34,147"
Missouri,Gasconade,-,-
Missouri,Gentry,9,"128,158"
Missouri,Greene,-,-
Missouri,Grundy,5,"43,120"
Missouri,Harrison,2,(D)
Missouri,Henry,8,"52,000"
Missouri,Hickory,-,-
Missouri,Holt,-,-
Missouri,Howard,-,-
Missouri,Howell,-,-
Missouri,Iron,-,-
Missouri,Jackson,-,-
Missouri,Jasper,-,-
Missouri,Jefferson,-,-
Missouri,Johnson,1,(D)
Missouri,Knox,11,(D)
Missouri,Laclede,1,(D)
Missouri,Lafayette,9,"34,950"
Missouri,Lawrence,-,-
Missouri,Lewis,1,(D)
Missouri,Lincoln,2,(D)
Missouri,Linn,1,(D)
Missouri,Livingston,6,"30,000"
Missouri,McDonald,-,-
Missouri,Macon,3,"28,000"
Missouri,Madison,1,(D)
Missouri,Maries,5,"27,897"
Missouri,Marion,10,(D)
Missouri,Mercer,7,"164,790"
Missouri,Miller,25,"101,516"
Missouri,Mississippi,-,-
Missouri,Moniteau,-,-
Missouri,Monroe,18,"82,800"
Missouri,Montgomery,2,(D)
Missouri,Morgan,22,"86,180"
Missouri,NewMadrid,-,-
Missouri,Newton,-,-
Missouri,Nodaway,-,-
Missouri,Oregon,-,-
Missouri,Osage,5,"12,250"
Missouri,Ozark,-,-
Missouri,Pemiscot,-,-
Missouri,Perry,-,-
Missouri,Pettis,30,"129,200"
Missouri,Phelps,-,-
Missouri,Pike,6,"41,100"
Missouri,Platte,-,-
Missouri,Polk,-,-
Missouri,Pulaski,6,"30,000"
Missouri,Putnam,14,"150,002"
Missouri,Ralls,3,"14,880"
Missouri,Randolph,3,(D)
Missouri,Ray,-,-
Missouri,Reynolds,-,-
Missouri,Ripley,-,-
Missouri,St.Charles,7,"26,766"
Missouri,St.Clair,-,-
Missouri,Ste.Genevieve,1,(D)
Missouri,St.Francois,-,-
Missouri,St.Louis,-,-
Missouri,Saline,13,"162,063"
Missouri,Schuyler,10,"34,200"
Missouri,Scotland,33,"136,410"
Missouri,Scott,1,(D)
Missouri,Shannon,-,-
Missouri,Shelby,21,"166,452"
Missouri,Stoddard,-,-
Missouri,Stone,-,-
Missouri,Sullivan,7,(D)
Missouri,Taney,-,-
Missouri,Texas,-,-
Missouri,Vernon,8,"178,400"
Missouri,Warren,1,(D)
Missouri,Washington,-,-
Missouri,Wayne,-,-
Missouri,Webster,-,-
Missouri,Worth,6,(D)
Missouri,Wright,-,-
Montana,Montana,43,"225,996"
Montana,Beaverhead,-,-
Montana,BigHorn,-,-
Montana,Blaine,1,(D)
Montana,Broadwater,-,-
Montana,Carbon,-,-
Montana,Carter,-,-
Montana,Cascade,7,"44,649"
Montana,Chouteau,2,(D)
Montana,Custer,-,-
Montana,Daniels,-,-
Montana,Dawson,-,-
Montana,DeerLodge,-,-
Montana,Fallon,-,-
Montana,Fergus,-,-
Montana,Flathead,3,"3,000"
Montana,Gallatin,-,-
Montana,Garfield,-,-
Montana,Glacier,5,"22,348"
Montana,GoldenValley,1,(D)
Montana,Granite,-,-
Montana,Hill,4,(D)
Montana,Jefferson,-,-
Montana,JudithBasin,-,-
Montana,Lake,-,-
Montana,LewisandClark,2,(D)
Montana,Liberty,3,"16,632"
Montana,Lincoln,-,-
Montana,McCone,1,(D)
Montana,Madison,-,-
Montana,Meagher,1,(D)
Montana,Mineral,-,-
Montana,Missoula,-,-
Montana,Musselshell,-,-
Montana,Park,-,-
Montana,Petroleum,-,-
Montana,Phillips,-,-
Montana,Pondera,4,(D)
Montana,PowderRiver,-,-
Montana,Powell,-,-
Montana,Prairie,-,-
Montana,Ravalli,-,-
Montana,Richland,-,-
Montana,Roosevelt,-,-
Montana,Rosebud,-,-
Montana,Sanders,-,-
Montana,Sheridan,-,-
Montana,SilverBow,-,-
Montana,Stillwater,-,-
Montana,SweetGrass,-,-
Montana,Teton,2,(D)
Montana,Toole,3,(D)
Montana,Treasure,-,-
Montana,Valley,-,-
Montana,Wheatland,3,"10,973"
Montana,Wibaux,-,-
Montana,Yellowstone,1,(D)
Nebraska,Nebraska,389,"3,523,593"
Nebraska,Adams,6,"48,272"
Nebraska,Antelope,17,"138,674"
Nebraska,Arthur,3,"16,098"
Nebraska,Banner,-,-
Nebraska,Blaine,-,-
Nebraska,Boone,1,(D)
Nebraska,BoxButte,-,-
Nebraska,Boyd,-,-
Nebraska,Brown,2,(D)
Nebraska,Buffalo,2,(D)
Nebraska,Burt,3,(D)
Nebraska,Butler,7,"57,344"
Nebraska,Cass,2,(D)
Nebraska,Cedar,18,"94,403"
Nebraska,Chase,1,(D)
Nebraska,Cherry,-,-
Nebraska,Cheyenne,-,-
Nebraska,Clay,8,(D)
Nebraska,Colfax,19,"75,457"
Nebraska,Cuming,28,"197,499"
Nebraska,Custer,1,(D)
Nebraska,Dakota,4,"19,100"
Nebraska,Dawes,-,-
Nebraska,Dawson,6,"110,945"
Nebraska,Deuel,-,-
Nebraska,Dixon,12,"46,200"
Nebraska,Dodge,12,"46,738"
Nebraska,Douglas,-,-
Nebraska,Dundy,-,-
Nebraska,Fillmore,8,(D)
Nebraska,Franklin,-,-
Nebraska,Frontier,-,-
Nebraska,Furnas,1,(D)
Nebraska,Gage,10,"27,956"
Nebraska,Garden,-,-
Nebraska,Garfield,-,-
Nebraska,Gosper,1,(D)
Nebraska,Grant,-,-
Nebraska,Greeley,1,(D)
Nebraska,Hall,4,"7,238"
Nebraska,Hamilton,2,(D)
Nebraska,Harlan,2,(D)
Nebraska,Hayes,-,-
Nebraska,Hitchcock,-,-
Nebraska,Holt,6,(D)
Nebraska,Hooker,-,-
Nebraska,Howard,1,(D)
Nebraska,Jefferson,3,(D)
Nebraska,Johnson,2,(D)
Nebraska,Kearney,-,-
Nebraska,Keith,-,-
Nebraska,KeyaPaha,-,-
Nebraska,Kimball,-,-
Nebraska,Knox,22,"119,070"
Nebraska,Lancaster,3,"9,015"
Nebraska,Lincoln,-,-
Nebraska,Logan,-,-
Nebraska,Loup,-,-
Nebraska,McPherson,-,-
Nebraska,Madison,12,"40,630"
Nebraska,Merrick,2,(D)
Nebraska,Morrill,-,-
Nebraska,Nance,4,"56,069"
Nebraska,Nemaha,-,-
Nebraska,Nuckolls,-,-
Nebraska,Otoe,9,"50,610"
Nebraska,Pawnee,-,-
Nebraska,Perkins,3,(D)
Nebraska,Phelps,1,(D)
Nebraska,Pierce,23,"38,517"
Nebraska,Platte,49,"566,895"
Nebraska,Polk,7,"37,798"
Nebraska,RedWillow,5,"27,812"
Nebraska,Richardson,2,(D)
Nebraska,Rock,-,-
Nebraska,Saline,8,"28,820"
Nebraska,Sarpy,-,-
Nebraska,Saunders,2,(D)
Nebraska,ScottsBluff,3,"57,678"
Nebraska,Seward,4,"24,696"
Nebraska,Sheridan,-,-
Nebraska,Sherman,-,-
Nebraska,Sioux,-,-
Nebraska,Stanton,5,"67,251"
Nebraska,Thayer,1,(D)
Nebraska,Thomas,3,"35,100"
Nebraska,Thurston,-,-
Nebraska,Valley,-,-
Nebraska,Washington,7,"26,600"
Nebraska,Wayne,6,"28,040"
Nebraska,Webster,4,"14,122"
Nebraska,Wheeler,1,(D)
Nebraska,York,10,"53,456"
Nevada,Nevada,1,1000.0
Nevada,Churchill,-,-
Nevada,Clark,1,1000.0
Nevada,Douglas,-,-
Nevada,Elko,-,-
Nevada,Esmeralda,-,-
Nevada,Eureka,-,-
Nevada,Humboldt,-,-
Nevada,Lander,-,-
Nevada,Lincoln,-,-
Nevada,Lyon,-,-
Nevada,Mineral,-,-
Nevada,Nye,-,-
Nevada,Pershing,-,-
Nevada,Storey,-,-
Nevada,Washoe,-,-
Nevada,WhitePine,-,-
Nevada,CarsonCity,-,-
New_Hampshire,NewHampshire,1,1000.0
New_Hampshire,Belknap,-,-
New_Hampshire,Carroll,-,-
New_Hampshire,Cheshire,-,-
New_Hampshire,Coos,-,-
New_Hampshire,Grafton,-,-
New_Hampshire,Hillsborough,1,1000.0
New_Hampshire,Merrimack,-,-
New_Hampshire,Rockingham,-,-
New_Hampshire,Strafford,-,-
New_Hampshire,Sullivan,-,-
New_Jersey,NewJersey,-,-
New_Jersey,Atlantic,-,-
New_Jersey,Bergen,-,-
New_Jersey,Burlington,-,-
New_Jersey,Camden,-,-
New_Jersey,CapeMay,-,-
New_Jersey,Cumberland,-,-
New_Jersey,Essex,-,-
New_Jersey,Gloucester,-,-
New_Jersey,Hudson,-,-
New_Jersey,Hunterdon,-,-
New_Jersey,Mercer,-,-
New_Jersey,Middlesex,-,-
New_Jersey,Monmouth,-,-
New_Jersey,Morris,-,-
New_Jersey,Ocean,-,-
New_Jersey,Passaic,-,-
New_Jersey,Salem,-,-
New_Jersey,Somerset,-,-
New_Jersey,Sussex,-,-
New_Jersey,Union,-,-
New_Jersey,Warren,-,-
New_Mexico,NewMexico,-,-
New_Mexico,Bernalillo,-,-
New_Mexico,Catron,-,-
New_Mexico,Chaves,-,-
New_Mexico,Cibola,-,-
New_Mexico,Colfax,-,-
New_Mexico,Curry,-,-
New_Mexico,DeBaca,-,-
New_Mexico,DonaAna,-,-
New_Mexico,Eddy,-,-
New_Mexico,Grant,-,-
New_Mexico,Guadalupe,-,-
New_Mexico,Harding,-,-
New_Mexico,Hidalgo,-,-
New_Mexico,Lea,-,-
New_Mexico,Lincoln,-,-
New_Mexico,LosAlamos,-,-
New_Mexico,Luna,-,-
New_Mexico,McKinley,-,-
New_Mexico,Mora,-,-
New_Mexico,Otero,-,-
New_Mexico,Quay,-,-
New_Mexico,RioArriba,-,-
New_Mexico,Roosevelt,-,-
New_Mexico,Sandoval,-,-
New_Mexico,SanJuan,-,-
