county,state,neighboring_county,neighboring_state
polk,florida,sumter,florida
putnam,florida,alachua,florida
putnam,florida,bradford,florida
putnam,florida,clay,florida
putnam,florida,flagler,florida
putnam,florida,marion,florida
putnam,florida,putnam,florida
putnam,florida,stjohns,florida
putnam,florida,volusia,florida
stjohns,florida,clay,florida
stjohns,florida,duval,florida
stjohns,florida,flagler,florida
stjohns,florida,putnam,florida
stjohns,florida,stjohns,florida
stlucie,florida,indianriver,florida
stlucie,florida,martin,florida
stlucie,florida,okeechobee,florida
stlucie,florida,stlucie,florida
santarosa,florida,escambia,alabama
santarosa,florida,escambia,florida
santarosa,florida,okaloosa,florida
santarosa,florida,santarosa,florida
sarasota,florida,charlotte,florida
sarasota,florida,desoto,florida
sarasota,florida,manatee,florida
sarasota,florida,sarasota,florida
seminole,florida,brevard,florida
seminole,florida,lake,florida
seminole,florida,orange,florida
seminole,florida,seminole,florida
seminole,florida,volusia,florida
sumter,florida,citrus,florida
sumter,florida,hernando,florida
sumter,florida,lake,florida
sumter,florida,marion,florida
sumter,florida,pasco,florida
sumter,florida,polk,florida
sumter,florida,sumter,florida
suwannee,florida,columbia,florida
suwannee,florida,gilchrist,florida
suwannee,florida,hamilton,florida
suwannee,florida,lafayette,florida
suwannee,florida,madison,florida
suwannee,florida,suwannee,florida
taylor,florida,dixie,florida
taylor,florida,jefferson,florida
taylor,florida,lafayette,florida
taylor,florida,madison,florida
taylor,florida,taylor,florida
union,florida,alachua,florida
union,florida,baker,florida
union,florida,bradford,florida
union,florida,columbia,florida
union,florida,union,florida
volusia,florida,brevard,florida
volusia,florida,flagler,florida
volusia,florida,lake,florida
volusia,florida,marion,florida
volusia,florida,orange,florida
volusia,florida,putnam,florida
volusia,florida,seminole,florida
volusia,florida,volusia,florida
wakulla,florida,franklin,florida
wakulla,florida,jefferson,florida
wakulla,florida,leon,florida
wakulla,florida,liberty,florida
wakulla,florida,wakulla,florida
walton,florida,covington,alabama
walton,florida,geneva,alabama
walton,florida,bay,florida
walton,florida,holmes,florida
walton,florida,okaloosa,florida
walton,florida,walton,florida
walton,florida,washington,florida
washington,florida,bay,florida
washington,florida,holmes,florida
washington,florida,jackson,florida
washington,florida,walton,florida
washington,florida,washington,florida
appling,georgia,appling,georgia
appling,georgia,bacon,georgia
appling,georgia,jeffdavis,georgia
appling,georgia,pierce,georgia
appling,georgia,tattnall,georgia
appling,georgia,toombs,georgia
appling,georgia,wayne,georgia
atkinson,georgia,atkinson,georgia
atkinson,georgia,berrien,georgia
atkinson,georgia,clinch,georgia
atkinson,georgia,coffee,georgia
atkinson,georgia,lanier,georgia
atkinson,georgia,ware,georgia
bacon,georgia,appling,georgia
bacon,georgia,bacon,georgia
bacon,georgia,coffee,georgia
bacon,georgia,jeffdavis,georgia
bacon,georgia,pierce,georgia
bacon,georgia,ware,georgia
baker,georgia,baker,georgia
baker,georgia,calhoun,georgia
baker,georgia,decatur,georgia
baker,georgia,dougherty,georgia
baker,georgia,early,georgia
baker,georgia,miller,georgia
baker,georgia,mitchell,georgia
baldwin,georgia,baldwin,georgia
baldwin,georgia,hancock,georgia
baldwin,georgia,jones,georgia
baldwin,georgia,putnam,georgia
baldwin,georgia,washington,georgia
baldwin,georgia,wilkinson,georgia
banks,georgia,banks,georgia
banks,georgia,franklin,georgia
banks,georgia,habersham,georgia
banks,georgia,hall,georgia
banks,georgia,jackson,georgia
banks,georgia,madison,georgia
banks,georgia,stephens,georgia
barrow,georgia,barrow,georgia
barrow,georgia,clarke,georgia
barrow,georgia,gwinnett,georgia
barrow,georgia,hall,georgia
barrow,georgia,jackson,georgia
barrow,georgia,oconee,georgia
barrow,georgia,walton,georgia
bartow,georgia,bartow,georgia
bartow,georgia,cherokee,georgia
bartow,georgia,cobb,georgia
bartow,georgia,floyd,georgia
bartow,georgia,gordon,georgia
bartow,georgia,paulding,georgia
bartow,georgia,pickens,georgia
bartow,georgia,polk,georgia
benhill,georgia,benhill,georgia
benhill,georgia,coffee,georgia
benhill,georgia,irwin,georgia
benhill,georgia,telfair,georgia
benhill,georgia,turner,georgia
benhill,georgia,wilcox,georgia
berrien,georgia,atkinson,georgia
berrien,georgia,berrien,georgia
berrien,georgia,coffee,georgia
berrien,georgia,cook,georgia
berrien,georgia,irwin,georgia
berrien,georgia,lanier,georgia
berrien,georgia,lowndes,georgia
berrien,georgia,tift,georgia
bibb,georgia,bibb,georgia
bibb,georgia,crawford,georgia
bibb,georgia,houston,georgia
bibb,georgia,jones,georgia
bibb,georgia,monroe,georgia
bibb,georgia,twiggs,georgia
bleckley,georgia,bleckley,georgia
bleckley,georgia,dodge,georgia
bleckley,georgia,houston,georgia
bleckley,georgia,laurens,georgia
bleckley,georgia,pulaski,georgia
bleckley,georgia,twiggs,georgia
bleckley,georgia,wilkinson,georgia
brantley,georgia,brantley,georgia
brantley,georgia,camden,georgia
brantley,georgia,charlton,georgia
brantley,georgia,glynn,georgia
brantley,georgia,pierce,georgia
brantley,georgia,ware,georgia
brantley,georgia,wayne,georgia
brooks,georgia,hamilton,florida
brooks,georgia,jefferson,florida
brooks,georgia,madison,florida
brooks,georgia,brooks,georgia
brooks,georgia,colquitt,georgia
brooks,georgia,cook,georgia
brooks,georgia,lowndes,georgia
brooks,georgia,thomas,georgia
bryan,georgia,bryan,georgia
bryan,georgia,bulloch,georgia
bryan,georgia,chatham,georgia
bryan,georgia,effingham,georgia
bryan,georgia,evans,georgia
bryan,georgia,liberty,georgia
bulloch,georgia,bryan,georgia
bulloch,georgia,bulloch,georgia
bulloch,georgia,candler,georgia
bulloch,georgia,effingham,georgia
bulloch,georgia,emanuel,georgia
bulloch,georgia,evans,georgia
bulloch,georgia,jenkins,georgia
bulloch,georgia,screven,georgia
burke,georgia,burke,georgia
burke,georgia,emanuel,georgia
burke,georgia,jefferson,georgia
burke,georgia,jenkins,georgia
burke,georgia,richmond,georgia
burke,georgia,screven,georgia
burke,georgia,aiken,south carolina
burke,georgia,allendale,south carolina
burke,georgia,barnwell,south carolina
butts,georgia,butts,georgia
butts,georgia,henry,georgia
butts,georgia,jasper,georgia
butts,georgia,lamar,georgia
butts,georgia,monroe,georgia
butts,georgia,newton,georgia
butts,georgia,spalding,georgia
calhoun,georgia,baker,georgia
calhoun,georgia,calhoun,georgia
calhoun,georgia,clay,georgia
calhoun,georgia,dougherty,georgia
calhoun,georgia,early,georgia
calhoun,georgia,randolph,georgia
calhoun,georgia,terrell,georgia
camden,georgia,nassau,florida
camden,georgia,brantley,georgia
camden,georgia,camden,georgia
camden,georgia,charlton,georgia
camden,georgia,glynn,georgia
candler,georgia,bulloch,georgia
candler,georgia,candler,georgia
candler,georgia,emanuel,georgia
candler,georgia,evans,georgia
candler,georgia,tattnall,georgia
candler,georgia,toombs,georgia
carroll,georgia,cleburne,alabama
carroll,georgia,randolph,alabama
carroll,georgia,carroll,georgia
carroll,georgia,coweta,georgia
carroll,georgia,douglas,georgia
carroll,georgia,fulton,georgia
carroll,georgia,haralson,georgia
carroll,georgia,heard,georgia
carroll,georgia,paulding,georgia
catoosa,georgia,catoosa,georgia
catoosa,georgia,walker,georgia
catoosa,georgia,whitfield,georgia
catoosa,georgia,hamilton,tennessee
charlton,georgia,baker,florida
charlton,georgia,nassau,florida
charlton,georgia,brantley,georgia
charlton,georgia,camden,georgia
charlton,georgia,charlton,georgia
charlton,georgia,ware,georgia
chatham,georgia,bryan,georgia
chatham,georgia,chatham,georgia
chatham,georgia,effingham,georgia
chatham,georgia,liberty,georgia
chatham,georgia,jasper,south carolina
chattahoochee,georgia,russell,alabama
chattahoochee,georgia,chattahoochee,georgia
chattahoochee,georgia,marion,georgia
chattahoochee,georgia,muscogee,georgia
chattahoochee,georgia,stewart,georgia
chattahoochee,georgia,talbot,georgia
chattooga,georgia,cherokee,alabama
chattooga,georgia,dekalb,alabama
chattooga,georgia,chattooga,georgia
chattooga,georgia,floyd,georgia
chattooga,georgia,walker,georgia
cherokee,georgia,bartow,georgia
cherokee,georgia,cherokee,georgia
cherokee,georgia,cobb,georgia
cherokee,georgia,dawson,georgia
cherokee,georgia,forsyth,georgia
cherokee,georgia,fulton,georgia
cherokee,georgia,gordon,georgia
cherokee,georgia,pickens,georgia
clarke,georgia,barrow,georgia
clarke,georgia,clarke,georgia
clarke,georgia,jackson,georgia
clarke,georgia,madison,georgia
clarke,georgia,oconee,georgia
clarke,georgia,oglethorpe,georgia
clay,georgia,barbour,alabama
clay,georgia,henry,alabama
clay,georgia,calhoun,georgia
clay,georgia,clay,georgia
clay,georgia,early,georgia
clay,georgia,quitman,georgia
clay,georgia,randolph,georgia
clayton,georgia,clayton,georgia
clayton,georgia,dekalb,georgia
clayton,georgia,fayette,georgia
clayton,georgia,fulton,georgia
clayton,georgia,henry,georgia
clayton,georgia,spalding,georgia
clinch,georgia,baker,florida
clinch,georgia,columbia,florida
clinch,georgia,atkinson,georgia
clinch,georgia,clinch,georgia
clinch,georgia,echols,georgia
clinch,georgia,lanier,georgia
clinch,georgia,ware,georgia
cobb,georgia,bartow,georgia
cobb,georgia,cherokee,georgia
cobb,georgia,cobb,georgia
cobb,georgia,douglas,georgia
cobb,georgia,fulton,georgia
cobb,georgia,paulding,georgia
coffee,georgia,atkinson,georgia
coffee,georgia,bacon,georgia
coffee,georgia,benhill,georgia
coffee,georgia,berrien,georgia
coffee,georgia,coffee,georgia
coffee,georgia,irwin,georgia
coffee,georgia,jeffdavis,georgia
coffee,georgia,telfair,georgia
coffee,georgia,ware,georgia
colquitt,georgia,brooks,georgia
colquitt,georgia,colquitt,georgia
colquitt,georgia,cook,georgia
colquitt,georgia,mitchell,georgia
colquitt,georgia,thomas,georgia
colquitt,georgia,tift,georgia
colquitt,georgia,worth,georgia
columbia,georgia,columbia,georgia
columbia,georgia,lincoln,georgia
columbia,georgia,mcduffie,georgia
columbia,georgia,richmond,georgia
columbia,georgia,edgefield,south carolina
columbia,georgia,mccormick,south carolina
cook,georgia,berrien,georgia
cook,georgia,brooks,georgia
cook,georgia,colquitt,georgia
cook,georgia,cook,georgia
cook,georgia,lowndes,georgia
cook,georgia,tift,georgia
coweta,georgia,carroll,georgia
coweta,georgia,coweta,georgia
coweta,georgia,fayette,georgia
coweta,georgia,fulton,georgia
coweta,georgia,heard,georgia
coweta,georgia,meriwether,georgia
coweta,georgia,spalding,georgia
coweta,georgia,troup,georgia
crawford,georgia,bibb,georgia
crawford,georgia,crawford,georgia
crawford,georgia,houston,georgia
crawford,georgia,macon,georgia
crawford,georgia,monroe,georgia
crawford,georgia,peach,georgia
crawford,georgia,taylor,georgia
crawford,georgia,upson,georgia
crisp,georgia,crisp,georgia
crisp,georgia,dooly,georgia
crisp,georgia,lee,georgia
crisp,georgia,sumter,georgia
crisp,georgia,turner,georgia
crisp,georgia,wilcox,georgia
crisp,georgia,worth,georgia
dade,georgia,dekalb,alabama
dade,georgia,jackson,alabama
dade,georgia,dade,georgia
dade,georgia,walker,georgia
dade,georgia,hamilton,tennessee
dade,georgia,marion,tennessee
dawson,georgia,cherokee,georgia
dawson,georgia,dawson,georgia
dawson,georgia,fannin,georgia
dawson,georgia,forsyth,georgia
dawson,georgia,gilmer,georgia
dawson,georgia,hall,georgia
dawson,georgia,lumpkin,georgia
dawson,georgia,pickens,georgia
decatur,georgia,gadsden,florida
decatur,georgia,baker,georgia
decatur,georgia,decatur,georgia
decatur,georgia,grady,georgia
decatur,georgia,miller,georgia
decatur,georgia,mitchell,georgia
decatur,georgia,seminole,georgia
dekalb,georgia,clayton,georgia
dekalb,georgia,dekalb,georgia
dekalb,georgia,fulton,georgia
dekalb,georgia,gwinnett,georgia
dekalb,georgia,henry,georgia
dekalb,georgia,rockdale,georgia
dodge,georgia,bleckley,georgia
dodge,georgia,dodge,georgia
dodge,georgia,laurens,georgia
dodge,georgia,pulaski,georgia
dodge,georgia,telfair,georgia
dodge,georgia,wheeler,georgia
dodge,georgia,wilcox,georgia
dooly,georgia,crisp,georgia
dooly,georgia,dooly,georgia
dooly,georgia,houston,georgia
dooly,georgia,macon,georgia
dooly,georgia,pulaski,georgia
dooly,georgia,sumter,georgia
dooly,georgia,wilcox,georgia
dougherty,georgia,baker,georgia
dougherty,georgia,calhoun,georgia
dougherty,georgia,dougherty,georgia
dougherty,georgia,lee,georgia
dougherty,georgia,mitchell,georgia
dougherty,georgia,terrell,georgia
dougherty,georgia,worth,georgia
douglas,georgia,carroll,georgia
douglas,georgia,cobb,georgia
douglas,georgia,douglas,georgia
douglas,georgia,fulton,georgia
douglas,georgia,paulding,georgia
early,georgia,henry,alabama
early,georgia,houston,alabama
early,georgia,baker,georgia
early,georgia,calhoun,georgia
early,georgia,clay,georgia
early,georgia,early,georgia
early,georgia,miller,georgia
early,georgia,seminole,georgia
echols,georgia,columbia,florida
echols,georgia,hamilton,florida
echols,georgia,clinch,georgia
echols,georgia,echols,georgia
echols,georgia,lanier,georgia
echols,georgia,lowndes,georgia
effingham,georgia,bryan,georgia
effingham,georgia,bulloch,georgia
effingham,georgia,chatham,georgia
effingham,georgia,effingham,georgia
effingham,georgia,screven,georgia
effingham,georgia,hampton,south carolina
effingham,georgia,jasper,south carolina
elbert,georgia,elbert,georgia
elbert,georgia,hart,georgia
elbert,georgia,lincoln,georgia
elbert,georgia,madison,georgia
elbert,georgia,oglethorpe,georgia
elbert,georgia,wilkes,georgia
elbert,georgia,abbeville,south carolina
elbert,georgia,anderson,south carolina
elbert,georgia,mccormick,south carolina
emanuel,georgia,bulloch,georgia
emanuel,georgia,burke,georgia
emanuel,georgia,candler,georgia
emanuel,georgia,emanuel,georgia
emanuel,georgia,jefferson,georgia
emanuel,georgia,jenkins,georgia
emanuel,georgia,johnson,georgia
emanuel,georgia,laurens,georgia
emanuel,georgia,tattnall,georgia
emanuel,georgia,toombs,georgia
emanuel,georgia,treutlen,georgia
evans,georgia,bryan,georgia
evans,georgia,bulloch,georgia
evans,georgia,candler,georgia
evans,georgia,evans,georgia
evans,georgia,liberty,georgia
evans,georgia,tattnall,georgia
fannin,georgia,dawson,georgia
fannin,georgia,fannin,georgia
fannin,georgia,gilmer,georgia
fannin,georgia,lumpkin,georgia
fannin,georgia,murray,georgia
fannin,georgia,union,georgia
fannin,georgia,cherokee,north carolina
fannin,georgia,polk,tennessee
fayette,georgia,clayton,georgia
fayette,georgia,coweta,georgia
fayette,georgia,fayette,georgia
fayette,georgia,fulton,georgia
fayette,georgia,spalding,georgia
floyd,georgia,cherokee,alabama
floyd,georgia,bartow,georgia
floyd,georgia,chattooga,georgia
floyd,georgia,floyd,georgia
floyd,georgia,gordon,georgia
floyd,georgia,polk,georgia
floyd,georgia,walker,georgia
forsyth,georgia,cherokee,georgia
forsyth,georgia,dawson,georgia
forsyth,georgia,forsyth,georgia
forsyth,georgia,fulton,georgia
forsyth,georgia,gwinnett,georgia
forsyth,georgia,hall,georgia
franklin,georgia,banks,georgia
franklin,georgia,franklin,georgia
franklin,georgia,hart,georgia
franklin,georgia,madison,georgia
franklin,georgia,stephens,georgia
franklin,georgia,oconee,south carolina
fulton,georgia,carroll,georgia
fulton,georgia,cherokee,georgia
fulton,georgia,clayton,georgia
fulton,georgia,cobb,georgia
fulton,georgia,coweta,georgia
fulton,georgia,dekalb,georgia
fulton,georgia,douglas,georgia
fulton,georgia,fayette,georgia
fulton,georgia,forsyth,georgia
fulton,georgia,fulton,georgia
fulton,georgia,gwinnett,georgia
gilmer,georgia,dawson,georgia
gilmer,georgia,fannin,georgia
gilmer,georgia,gilmer,georgia
gilmer,georgia,gordon,georgia
gilmer,georgia,murray,georgia
gilmer,georgia,pickens,georgia
glascock,georgia,glascock,georgia
glascock,georgia,hancock,georgia
glascock,georgia,jefferson,georgia
glascock,georgia,warren,georgia
glascock,georgia,washington,georgia
glynn,georgia,brantley,georgia
glynn,georgia,camden,georgia
glynn,georgia,glynn,georgia
glynn,georgia,mcintosh,georgia
glynn,georgia,wayne,georgia
gordon,georgia,bartow,georgia
gordon,georgia,cherokee,georgia
gordon,georgia,floyd,georgia
gordon,georgia,gilmer,georgia
gordon,georgia,gordon,georgia
gordon,georgia,murray,georgia
gordon,georgia,pickens,georgia
gordon,georgia,walker,georgia
gordon,georgia,whitfield,georgia
grady,georgia,gadsden,florida
grady,georgia,leon,florida
grady,georgia,decatur,georgia
grady,georgia,grady,georgia
grady,georgia,mitchell,georgia
grady,georgia,thomas,georgia
greene,georgia,greene,georgia
greene,georgia,hancock,georgia
greene,georgia,morgan,georgia
greene,georgia,oconee,georgia
greene,georgia,oglethorpe,georgia
greene,georgia,putnam,georgia
greene,georgia,taliaferro,georgia
gwinnett,georgia,barrow,georgia
gwinnett,georgia,dekalb,georgia
gwinnett,georgia,forsyth,georgia
gwinnett,georgia,fulton,georgia
gwinnett,georgia,gwinnett,georgia
gwinnett,georgia,hall,georgia
gwinnett,georgia,jackson,georgia
gwinnett,georgia,rockdale,georgia
gwinnett,georgia,walton,georgia
habersham,georgia,banks,georgia
habersham,georgia,habersham,georgia
habersham,georgia,hall,georgia
habersham,georgia,rabun,georgia
habersham,georgia,stephens,georgia
habersham,georgia,towns,georgia
habersham,georgia,white,georgia
habersham,georgia,oconee,south carolina
hall,georgia,banks,georgia
hall,georgia,barrow,georgia
hall,georgia,dawson,georgia
hall,georgia,forsyth,georgia
hall,georgia,gwinnett,georgia
hall,georgia,habersham,georgia
hall,georgia,hall,georgia
hall,georgia,jackson,georgia
hall,georgia,lumpkin,georgia
hall,georgia,white,georgia
hancock,georgia,baldwin,georgia
hancock,georgia,glascock,georgia
hancock,georgia,greene,georgia
hancock,georgia,hancock,georgia
hancock,georgia,putnam,georgia
hancock,georgia,taliaferro,georgia
hancock,georgia,warren,georgia
hancock,georgia,washington,georgia
haralson,georgia,cleburne,alabama
haralson,georgia,carroll,georgia
haralson,georgia,haralson,georgia
haralson,georgia,paulding,georgia
haralson,georgia,polk,georgia
harris,georgia,chambers,alabama
harris,georgia,lee,alabama
harris,georgia,harris,georgia
harris,georgia,meriwether,georgia
harris,georgia,muscogee,georgia
harris,georgia,talbot,georgia
harris,georgia,troup,georgia
hart,georgia,elbert,georgia
hart,georgia,franklin,georgia
hart,georgia,hart,georgia
hart,georgia,madison,georgia
hart,georgia,anderson,south carolina
hart,georgia,oconee,south carolina
heard,georgia,randolph,alabama
heard,georgia,carroll,georgia
heard,georgia,coweta,georgia
heard,georgia,heard,georgia
heard,georgia,troup,georgia
henry,georgia,butts,georgia
henry,georgia,clayton,georgia
henry,georgia,dekalb,georgia
henry,georgia,henry,georgia
henry,georgia,newton,georgia
henry,georgia,rockdale,georgia
henry,georgia,spalding,georgia
houston,georgia,bibb,georgia
houston,georgia,bleckley,georgia
houston,georgia,crawford,georgia
houston,georgia,dooly,georgia
houston,georgia,houston,georgia
houston,georgia,macon,georgia
houston,georgia,peach,georgia
houston,georgia,pulaski,georgia
houston,georgia,twiggs,georgia
irwin,georgia,benhill,georgia
irwin,georgia,berrien,georgia
irwin,georgia,coffee,georgia
irwin,georgia,irwin,georgia
irwin,georgia,tift,georgia
irwin,georgia,turner,georgia
jackson,georgia,banks,georgia
jackson,georgia,barrow,georgia
jackson,georgia,clarke,georgia
jackson,georgia,gwinnett,georgia
jackson,georgia,hall,georgia
jackson,georgia,jackson,georgia
jackson,georgia,madison,georgia
jackson,georgia,oconee,georgia
jasper,georgia,butts,georgia
jasper,georgia,jasper,georgia
jasper,georgia,jones,georgia
jasper,georgia,monroe,georgia
jasper,georgia,morgan,georgia
jasper,georgia,newton,georgia
jasper,georgia,putnam,georgia
jeffdavis,georgia,appling,georgia
jeffdavis,georgia,bacon,georgia
jeffdavis,georgia,coffee,georgia
jeffdavis,georgia,jeffdavis,georgia
jeffdavis,georgia,montgomery,georgia
jeffdavis,georgia,telfair,georgia
jeffdavis,georgia,toombs,georgia
jeffdavis,georgia,wheeler,georgia
jefferson,georgia,burke,georgia
jefferson,georgia,emanuel,georgia
jefferson,georgia,glascock,georgia
jefferson,georgia,jefferson,georgia
jefferson,georgia,johnson,georgia
jefferson,georgia,mcduffie,georgia
jefferson,georgia,richmond,georgia
jefferson,georgia,warren,georgia
jefferson,georgia,washington,georgia
jenkins,georgia,bulloch,georgia
jenkins,georgia,burke,georgia
jenkins,georgia,emanuel,georgia
jenkins,georgia,jenkins,georgia
jenkins,georgia,screven,georgia
johnson,georgia,emanuel,georgia
johnson,georgia,jefferson,georgia
johnson,georgia,johnson,georgia
johnson,georgia,laurens,georgia
johnson,georgia,treutlen,georgia
johnson,georgia,washington,georgia
johnson,georgia,wilkinson,georgia
jones,georgia,baldwin,georgia
jones,georgia,bibb,georgia
jones,georgia,jasper,georgia
jones,georgia,jones,georgia
jones,georgia,monroe,georgia
jones,georgia,putnam,georgia
jones,georgia,twiggs,georgia
jones,georgia,wilkinson,georgia
lamar,georgia,butts,georgia
lamar,georgia,lamar,georgia
lamar,georgia,monroe,georgia
lamar,georgia,pike,georgia
lamar,georgia,spalding,georgia
lamar,georgia,upson,georgia
lanier,georgia,atkinson,georgia
lanier,georgia,berrien,georgia
lanier,georgia,clinch,georgia
lanier,georgia,echols,georgia
lanier,georgia,lanier,georgia
lanier,georgia,lowndes,georgia
laurens,georgia,bleckley,georgia
laurens,georgia,dodge,georgia
laurens,georgia,emanuel,georgia
laurens,georgia,johnson,georgia
laurens,georgia,laurens,georgia
laurens,georgia,treutlen,georgia
laurens,georgia,twiggs,georgia
laurens,georgia,wheeler,georgia
laurens,georgia,wilkinson,georgia
lee,georgia,crisp,georgia
lee,georgia,dougherty,georgia
lee,georgia,lee,georgia
lee,georgia,sumter,georgia
lee,georgia,terrell,georgia
lee,georgia,worth,georgia
liberty,georgia,bryan,georgia
liberty,georgia,chatham,georgia
liberty,georgia,evans,georgia
liberty,georgia,liberty,georgia
liberty,georgia,long,georgia
liberty,georgia,mcintosh,georgia
liberty,georgia,tattnall,georgia
lincoln,georgia,columbia,georgia
lincoln,georgia,elbert,georgia
lincoln,georgia,lincoln,georgia
lincoln,georgia,mcduffie,georgia
lincoln,georgia,wilkes,georgia
lincoln,georgia,mccormick,south carolina
long,georgia,liberty,georgia
long,georgia,long,georgia
long,georgia,mcintosh,georgia
long,georgia,tattnall,georgia
long,georgia,wayne,georgia
lowndes,georgia,hamilton,florida
lowndes,georgia,madison,florida
lowndes,georgia,berrien,georgia
lowndes,georgia,brooks,georgia
lowndes,georgia,cook,georgia
lowndes,georgia,echols,georgia
lowndes,georgia,lanier,georgia
lowndes,georgia,lowndes,georgia
lumpkin,georgia,dawson,georgia
lumpkin,georgia,fannin,georgia
lumpkin,georgia,hall,georgia
lumpkin,georgia,lumpkin,georgia
lumpkin,georgia,union,georgia
lumpkin,georgia,white,georgia
mcduffie,georgia,columbia,georgia
mcduffie,georgia,jefferson,georgia
mcduffie,georgia,lincoln,georgia
mcduffie,georgia,mcduffie,georgia
mcduffie,georgia,richmond,georgia
mcduffie,georgia,warren,georgia
mcduffie,georgia,wilkes,georgia
mcintosh,georgia,glynn,georgia
mcintosh,georgia,liberty,georgia
mcintosh,georgia,long,georgia
mcintosh,georgia,mcintosh,georgia
mcintosh,georgia,wayne,georgia
macon,georgia,crawford,georgia
macon,georgia,dooly,georgia
macon,georgia,houston,georgia
macon,georgia,macon,georgia
macon,georgia,peach,georgia
macon,georgia,schley,georgia
macon,georgia,sumter,georgia
macon,georgia,taylor,georgia
madison,georgia,banks,georgia
madison,georgia,clarke,georgia
madison,georgia,elbert,georgia
madison,georgia,franklin,georgia
madison,georgia,hart,georgia
madison,georgia,jackson,georgia
madison,georgia,madison,georgia
madison,georgia,oglethorpe,georgia
marion,georgia,chattahoochee,georgia
marion,georgia,marion,georgia
marion,georgia,schley,georgia
marion,georgia,stewart,georgia
marion,georgia,sumter,georgia
marion,georgia,talbot,georgia
marion,georgia,taylor,georgia
marion,georgia,webster,georgia
meriwether,georgia,coweta,georgia
meriwether,georgia,harris,georgia
meriwether,georgia,meriwether,georgia
meriwether,georgia,pike,georgia
meriwether,georgia,spalding,georgia
meriwether,georgia,talbot,georgia
meriwether,georgia,troup,georgia
meriwether,georgia,upson,georgia
miller,georgia,baker,georgia
miller,georgia,decatur,georgia
miller,georgia,early,georgia
miller,georgia,miller,georgia
miller,georgia,seminole,georgia
mitchell,georgia,baker,georgia
mitchell,georgia,colquitt,georgia
mitchell,georgia,decatur,georgia
mitchell,georgia,dougherty,georgia
mitchell,georgia,grady,georgia
mitchell,georgia,mitchell,georgia
mitchell,georgia,thomas,georgia
mitchell,georgia,worth,georgia
monroe,georgia,bibb,georgia
monroe,georgia,butts,georgia
monroe,georgia,crawford,georgia
monroe,georgia,jasper,georgia
monroe,georgia,jones,georgia
monroe,georgia,lamar,georgia
monroe,georgia,monroe,georgia
monroe,georgia,upson,georgia
montgomery,georgia,jeffdavis,georgia
montgomery,georgia,montgomery,georgia
montgomery,georgia,toombs,georgia
montgomery,georgia,treutlen,georgia
montgomery,georgia,wheeler,georgia
morgan,georgia,greene,georgia
morgan,georgia,jasper,georgia
morgan,georgia,morgan,georgia
morgan,georgia,newton,georgia
morgan,georgia,oconee,georgia
morgan,georgia,putnam,georgia
morgan,georgia,walton,georgia
murray,georgia,fannin,georgia
murray,georgia,gilmer,georgia
murray,georgia,gordon,georgia
murray,georgia,murray,georgia
murray,georgia,whitfield,georgia
murray,georgia,bradley,tennessee
murray,georgia,polk,tennessee
muscogee,georgia,lee,alabama
muscogee,georgia,russell,alabama
muscogee,georgia,chattahoochee,georgia
muscogee,georgia,harris,georgia
muscogee,georgia,muscogee,georgia
muscogee,georgia,talbot,georgia
newton,georgia,butts,georgia
newton,georgia,henry,georgia
newton,georgia,jasper,georgia
newton,georgia,morgan,georgia
newton,georgia,newton,georgia
newton,georgia,rockdale,georgia
newton,georgia,walton,georgia
oconee,georgia,barrow,georgia
oconee,georgia,clarke,georgia
oconee,georgia,greene,georgia
oconee,georgia,jackson,georgia
oconee,georgia,morgan,georgia
oconee,georgia,oconee,georgia
oconee,georgia,oglethorpe,georgia
oconee,georgia,walton,georgia
oglethorpe,georgia,clarke,georgia
oglethorpe,georgia,elbert,georgia
oglethorpe,georgia,greene,georgia
oglethorpe,georgia,madison,georgia
oglethorpe,georgia,oconee,georgia
oglethorpe,georgia,oglethorpe,georgia
oglethorpe,georgia,taliaferro,georgia
oglethorpe,georgia,wilkes,georgia
paulding,georgia,bartow,georgia
paulding,georgia,carroll,georgia
paulding,georgia,cobb,georgia
paulding,georgia,douglas,georgia
paulding,georgia,haralson,georgia
paulding,georgia,paulding,georgia
paulding,georgia,polk,georgia
peach,georgia,crawford,georgia
peach,georgia,houston,georgia
peach,georgia,macon,georgia
peach,georgia,peach,georgia
peach,georgia,taylor,georgia
pickens,georgia,bartow,georgia
pickens,georgia,cherokee,georgia
pickens,georgia,dawson,georgia
pickens,georgia,gilmer,georgia
pickens,georgia,gordon,georgia
pickens,georgia,pickens,georgia
pierce,georgia,appling,georgia
pierce,georgia,bacon,georgia
pierce,georgia,brantley,georgia
pierce,georgia,pierce,georgia
pierce,georgia,ware,georgia
pierce,georgia,wayne,georgia
pike,georgia,lamar,georgia
pike,georgia,meriwether,georgia
pike,georgia,pike,georgia
pike,georgia,spalding,georgia
pike,georgia,upson,georgia
polk,georgia,cherokee,alabama
polk,georgia,cleburne,alabama
polk,georgia,bartow,georgia
polk,georgia,floyd,georgia
polk,georgia,haralson,georgia
polk,georgia,paulding,georgia
polk,georgia,polk,georgia
pulaski,georgia,bleckley,georgia
pulaski,georgia,dodge,georgia
pulaski,georgia,dooly,georgia
pulaski,georgia,houston,georgia
pulaski,georgia,pulaski,georgia
pulaski,georgia,wilcox,georgia
putnam,georgia,baldwin,georgia
putnam,georgia,greene,georgia
